Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S003584    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Guillem Tell,Friday,2023,6,June,16,Morning,,Not caused by the pedestrian,Motorcycle,Man,43,Pedestrian,En pas sense regular,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428857.28,4583938.65,2.147771434,41.40199543,2023-06-16 10:00:00
2023S003585    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Ciclomotor,Woman,37,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429737.74,4581724.85,2.15856054,41.382133946,2023-06-16 15:00:00
2023S003586    ,Eixample,l'Antiga Esquerra de l'Eixample,Casanova,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,53,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429127.37,4582749.26,2.151141559,41.39130689,2023-06-16 14:00:00
2023S003587    ,Eixample,el Fort Pienc,Marina,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Ciclomotor,Woman,29,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432118.05,4583103.43,2.186870951,41.394754921,2023-06-16 15:00:00
2023S003588    ,Les Corts,les Corts,Diagonal,Friday,2023,6,June,16,Morning,,Not caused by the pedestrian,Car,Woman,47,Driver,Desconegut,Unknown,Taxi,Minor injury: Medical assistance at accident site,428614.3,4582926.6,2.144984276,41.392858727,2023-06-16 13:00:00
2023S003589    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Friday,2023,6,June,16,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,21,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,427971.19,4579992.75,2.137641329,41.36637724,2023-06-16 12:00:00
2023S003590    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,53,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428682.75,4582975.99,2.145797145,41.393309641,2023-06-16 14:00:00
2023S003591    ,Sant Martí,el Clot,Flandes,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,29,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,432334.08,4584619.52,2.189285293,41.408428135,2023-06-16 17:00:00
2023S003592    ,Eixample,la Dreta de l'Eixample,Mallorca,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,32,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429965.34,4582901.04,2.161146234,41.392747366,2023-06-16 19:00:00
2023S003593    ,Eixample,la Dreta de l'Eixample,Còrsega,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,59,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429997.34,4583483.6,2.161461586,41.397997077,2023-06-16 16:00:00
2023S003594    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Santjoanistes,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,37,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428841.46,4584063.28,2.147567536,41.403116525,2023-06-16 19:00:00
2023S003595    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Muntaner,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,23,Driver,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,428020.96,4584070.23,2.137751685,41.40310604,2023-06-16 20:00:00
2023S003596    ,Horta-Guinardó,Sant Genís dels Agudells,Vall d'Hebron,Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Bus,Woman,86,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,428344.25,4586439.12,2.141338233,41.424470559,2023-06-16 20:00:00
2023S003598    ,Ciutat Vella,el Raval,Pelai,Saturday,2023,6,June,17,Night,,Not caused by the pedestrian,Ciclomotor,Man,34,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430626.85,4582082.01,2.169152029,41.385427979,2023-06-17 00:00:00
2023S003601    ,Sarrià-Sant Gervasi,Sarrià,Dalt (Besòs),Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Car,Woman,28,Driver,Desconegut,Unknown,Commuting,Minor injury: Refused medical assistance,426398.25,4584288.72,2.118313933,41.404926884,2023-06-16 21:00:00
2023S003602    ,Sant Andreu,el Bon Pastor,Santander,Saturday,2023,6,June,17,Morning,,Not caused by the pedestrian,Motorcycle,Man,53,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,433764.03,4587327.65,2.206095593,41.432938698,2023-06-17 06:00:00
2023S003603    ,Nou Barris,Porta,Rosselló i Porcel,Saturday,2023,6,June,17,Morning,,Not caused by the pedestrian,Motorcycle,Man,49,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431659.89,4587799.16,2.180860179,41.437009029,2023-06-17 08:00:00
2023S003604    ,Eixample,l'Antiga Esquerra de l'Eixample,València,Saturday,2023,6,June,17,Morning,,Not caused by the pedestrian,Motorcycle,Man,41,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429641.8,4582396.81,2.157335169,41.388177681,2023-06-17 11:00:00
2023S003605    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Josep Pla,Saturday,2023,6,June,17,Morning,,Not caused by the pedestrian,Motorcycle,Man,62,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,434550.61,4584623.72,2.215802132,41.408649608,2023-06-17 13:00:00
2023S003608    ,Sarrià-Sant Gervasi,Sarrià,Augusta,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Car,Man,42,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426728.28,4583831.65,2.122317278,41.400840419,2023-06-17 15:00:00
2023S003609    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal,Saturday,2023,6,June,17,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,20,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,434602.66,4584822.12,2.216403377,41.410440789,2023-06-17 13:00:00
2023S003610    ,Ciutat Vella,el Raval,Lleialtat,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,23,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430427.24,4581159.64,2.166870831,41.37710322,2023-06-17 15:00:00
2023S003611    ,Les Corts,les Corts,Mig (Ascendent),Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,37,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427124.19,4582310.8,2.127236181,41.387178751,2023-06-17 14:00:00
2023S003613    ,Sarrià-Sant Gervasi,el Putxet i el Farró,República Argentina,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,45,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428822.98,4584639.53,2.147278668,41.408304951,2023-06-17 17:00:00
2023S003614    ,Eixample,la Dreta de l'Eixample,Roger de Flor,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,48,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430736.81,4583749.65,2.170276223,41.400457377,2023-06-17 17:00:00
2023S003615    ,Sarrià-Sant Gervasi,Sarrià,Dolors Monserdà,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,31,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,426657.96,4583906.16,2.121467095,41.401505083,2023-06-17 18:00:00
2023S003616    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,52,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,433010.8,4584901.86,2.197349882,41.41102781,2023-06-17 19:00:00
2023S003617    ,Sant Martí,Provençals del Poblenou,Perú,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,21,Driver,Desconegut,Unknown,Student heading to an educational center,Minor injury: Medical assistance at accident site,433092.71,4584796.53,2.198341497,41.410085958,2023-06-17 17:00:00
2023S003618    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,29,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430311.08,4582286.33,2.165352193,41.387240918,2023-06-17 17:00:00
2023S003619    ,Horta-Guinardó,Horta,Dalt (Llobregat),Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,20,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429688.06,4588027.93,2.157233617,41.438899137,2023-06-17 18:00:00
2023S003620    ,Eixample,la Dreta de l'Eixample,Mallorca,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,28,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430831.39,4583738.27,2.171408876,41.400363027,2023-06-17 19:00:00
2023S003623    ,Les Corts,les Corts,Europa,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Man,55,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427349.32,4582317.54,2.129927767,41.387259831,2023-06-19 10:00:00
2023S003624    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Saturday,2023,6,June,17,Night,,Not caused by the pedestrian,Car,Woman,23,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,428861.39,4581681.48,2.148085861,41.381666275,2023-06-17 22:00:00
2023S003625    ,Eixample,Sant Antoni,Viladomat,Sunday,2023,6,June,18,Night,,Not caused by the pedestrian,Ciclomotor,Man,63,Driver,Desconegut,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,429744.27,4581335.47,2.158683795,41.378627494,2023-06-18 00:00:00
2023S003627    ,Sants-Montjuïc,el Poble-sec,Espanya,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,31,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429028.67,4580683.3,2.150203196,41.37269078,2023-06-17 19:00:00
2023S003628    ,Eixample,la Nova Esquerra de l'Eixample,Calàbria,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,29,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,428973.69,4581930.81,2.149399541,41.383921833,2023-06-17 17:00:00
2023S003629    ,Eixample,la Sagrada Família,València,Sunday,2023,6,June,18,Morning,,Not caused by the pedestrian,Bicicleta,Woman,41,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431327.78,4584064.97,2.177309537,41.403348087,2023-06-18 07:00:00
2023S003630    ,Eixample,Sant Antoni,Sepúlveda,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,21,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429988.62,4581777.79,2.16155456,41.382632643,2023-06-17 21:00:00
2023S003631    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Sunday,2023,6,June,18,Morning,,Not caused by the pedestrian,Car,Woman,41,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,428120.05,4580176.09,2.139399283,41.368041834,2023-06-18 10:00:00
2023S003632    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Mig (Ascendent),Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,19,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427605.52,4583482.64,2.1328524,41.397776536,2023-06-17 20:00:00
2023S003633    ,Eixample,la Dreta de l'Eixample,Aragó,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,36,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,430977.58,4583518.03,2.1731827,41.398391964,2023-06-17 19:00:00
2023S003634    ,Sant Martí,el Poblenou,Espronceda,Sunday,2023,6,June,18,Morning,,Not caused by the pedestrian,Motorcycle,Man,49,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433760.7,4584097.9,2.206409651,41.403848933,2023-06-18 11:00:00
2023S003635    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Sunday,2023,6,June,18,Morning,,Crossing outside the pedestrian crossing,Veh. mobilitat personal amb motor,Woman,82,Pedestrian,Fora del pas,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431063.78,4582985.1,2.174274485,41.393599426,2023-06-18 11:00:00
2023S003636    ,Horta-Guinardó,el Baix Guinardó,Cartagena,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,27,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430786.53,4585244.59,2.1706999,41.41392609,2023-06-18 16:00:00
2023S003637    ,Eixample,la Dreta de l'Eixample,Urquinaona,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Ciclomotor,Woman,42,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,430987.16,4582551.3,2.173407521,41.389685744,2023-06-18 16:00:00
2023S003638    ,Gràcia,la Salut,Mare de Déu de la Salut,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,59,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429863.6,4585180.72,2.159665098,41.413270776,2023-06-18 14:00:00
2023S003639    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Car,Man,43,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428173.37,4580228.73,2.140030528,41.368520706,2023-06-18 14:00:00
2023S003640    ,Gràcia,la Vila de Gràcia,Providència,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,30,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429734.86,4584536.83,2.158199642,41.407460242,2023-06-18 16:00:00
2023S003641    ,Sants-Montjuïc,el Poble-sec,Espanya,Saturday,2023,6,June,17,Afternoon,,Not caused by the pedestrian,Bus,Woman,29,Passenger,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,428963.08,4580901.67,2.149393354,41.374651778,2023-06-17 15:00:00
2023S003642    ,Sant Andreu,la Sagrera,Gran de la Sagrera,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,28,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,432515.93,4585778.87,2.191331439,41.418885356,2023-06-18 19:00:00
2023S003643    ,Nou Barris,Torre Baró,Sant Feliu de Codines,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,52,Driver,Desconegut,Unknown,Other activities,Serious injury: Hospitalization over 24 hours,431227.19,4590015.3,2.175428887,41.456931993,2023-06-18 21:00:00
2023S003644    ,Sarrià-Sant Gervasi,Sarrià,Manuel de Falla,Sunday,2023,6,June,18,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,26,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,426968.89,4583028.37,2.12529234,41.393627518,2023-06-18 19:00:00
2023S003645    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat),Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Car,Woman,17,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430955.92,4580199.29,2.173301997,41.368499169,2023-06-19 07:00:00
2023S003647    ,Nou Barris,la Prosperitat,Artesania,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Man,64,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,431281.37,4587977.12,2.176309582,41.438579528,2023-06-19 11:00:00
2023S003648    ,Horta-Guinardó,Can Baró,Sanllehy,Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,39,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,430014.73,4585262.1,2.161463824,41.414016919,2023-06-22 16:00:00
2023S003649    ,Horta-Guinardó,Montbau,Dalt (Besòs),Friday,2023,6,June,16,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,45,Driver,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,428911.99,4587655.9,2.147988744,41.435480053,2023-06-16 17:00:00
2023S003650    ,Sant Andreu,Sant Andreu,Santa Coloma,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Car,Woman,69,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432615.52,4588791.18,2.192187037,41.446024627,2023-06-19 11:00:00
2023S003651    ,Sants-Montjuïc,la Marina del Prat Vermell,Cantunis,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Man,61,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429729.46,4578386.51,2.158848579,41.352065781,2023-06-19 12:00:00
2023S003652    ,Nou Barris,les Roquetes,Dalt (Llobregat),Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Woman,30,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,431738.7,4588851.8,2.181684419,41.446496486,2023-06-19 08:00:00
2023S003653    ,Sant Andreu,Sant Andreu,Palomar,Monday,2023,6,June,19,Morning,,Disobeying the traffic light signal,Motorcycle,Man,26,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432559.16,4588355.87,2.19156102,41.442099203,2023-06-19 09:00:00
2023S003654    ,Sants-Montjuïc,la Bordeta,Mig (Ascendent),Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Woman,35,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427578.77,4580280.39,2.132915382,41.368932683,2023-06-19 08:00:00
2023S003655    ,Les Corts,Pedralbes,Pius XII,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Bus,Woman,63,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426793.07,4582325.32,2.12327447,41.387279445,2023-06-19 13:00:00
2023S003656    ,Eixample,la Dreta de l'Eixample,Aragó,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Man,35,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430328.62,4582862.47,2.165495655,41.392431549,2023-06-19 11:00:00
2023S003657    ,Sarrià-Sant Gervasi,Sarrià,Senillosa,Monday,2023,6,June,19,Morning,,Crossing outside the pedestrian crossing,Bicicleta,Man,70,Pedestrian,Fora del pas,Unknown,Unknown,Minor injury: Medical assistance at accident site,426958.67,4583268.09,2.125141175,41.395785647,2023-06-19 11:00:00
2023S003659    ,Sant Martí,el Clot,València,Monday,2023,6,June,19,Morning,,Disobeying the traffic light signal,Car,Woman,30,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432267.31,4584953.48,2.188449096,41.411430388,2023-06-19 13:00:00
2023S003660    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Monday,2023,6,June,19,Morning,,Crossing outside the pedestrian crossing,Veh. mobilitat personal amb motor,Woman,19,Pedestrian,Fora del pas,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430335.3,4582343.66,2.165635253,41.38775937,2023-06-19 12:00:00
2023S003661    ,Horta-Guinardó,la Vall d'Hebron,Dalt (Llobregat),Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,56,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428632.38,4587020.89,2.144717335,41.429735978,2023-06-19 14:00:00
2023S003662    ,Sant Andreu,el Bon Pastor,Ciutat d'Asunción,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,24,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,433293.76,4588146.18,2.200377038,41.440271998,2023-06-19 14:00:00
2023S003663    ,Sant Martí,el Poblenou,Litoral (Besòs),Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,26,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433600.12,4582986.31,2.204610681,41.393823857,2023-06-19 17:00:00
2023S003664    ,Eixample,l'Antiga Esquerra de l'Eixample,Còrsega,Monday,2023,6,June,19,Morning,,Not caused by the pedestrian,Motorcycle,Man,30,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429170.51,4582688.11,2.151664673,41.390759935,2023-06-19 09:00:00
2023S003665    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Car,Woman,39,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433406.97,4582829.32,2.202317738,41.392393906,2023-06-19 18:00:00
2023S003666    ,Eixample,la Dreta de l'Eixample,Mallorca,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,54,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430097.2,4583030.1,2.16270843,41.393921246,2023-06-19 17:00:00
2023S003667    ,Les Corts,Pedralbes,Diagonal,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Ciclomotor,Woman,21,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427256.75,4582543.5,2.128793545,41.389286592,2023-06-19 14:00:00
2023S003668    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Joan,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,59,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430181.19,4584177.29,2.163580637,41.404260902,2023-06-19 17:00:00
2023S003669    ,Sarrià-Sant Gervasi,les Tres Torres,Bonanova,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,29,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427136.47,4584040.23,2.12717484,41.402756125,2023-06-19 16:00:00
2023S003670    ,Ciutat Vella,el Barri Gòtic,Catalunya,Friday,2023,6,June,16,Morning,,Others,Taxi,Man,23,Pedestrian,En pas regulat per semàfor,Commuting,Unknown,Minor injury: Hospitalization up to 24 hours,430817.52,4582213.64,2.171417231,41.38662996,2023-06-16 09:00:00
2023S003671    ,Eixample,el Fort Pienc,Ribes,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,31,Pedestrian,En zona peatonal,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431681.78,4583105.07,2.181652608,41.394732727,2023-06-19 19:00:00
2023S003672    ,Sants-Montjuïc,Sants - Badal,Blanca,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,53,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,426745.06,4580979.43,2.122863089,41.375153182,2023-06-19 20:00:00
2023S003673    ,Horta-Guinardó,el Guinardó,Telègraf,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,74,Driver,Desconegut,Unknown,Leisure and entertainment,Death (within 24 hours of accident),431107.92,4585559.27,2.17450926,41.416787938,2023-06-19 21:00:00
2023S003674    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,36,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,429770.2,4582315.49,2.15888021,41.387456486,2023-06-19 14:00:00
2023S003675    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,49,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,434745.03,4584723.59,2.218117298,41.40956493,2023-06-19 14:00:00
2023S003677    ,Sants-Montjuïc,la Font de la Guatlla,Polvorí,Tuesday,2023,6,June,20,Night,,Not caused by the pedestrian,"Camió rígid > 3,5 tones",Man,45,Pedestrian,A la vorera / Andana,Leisure and entertainment,Unknown,Minor injury: Hospitalization up to 24 hours,428471.04,4580233.72,2.143588857,41.368592171,2023-06-20 00:00:00
2023S003678    ,Sant Martí,el Clot,Flandes,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,28,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432334.08,4584619.52,2.189285293,41.408428135,2023-06-19 20:00:00
2023S003679    ,Horta-Guinardó,Horta,Sanpere i Miquel,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,61,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,429938.52,4587084.04,2.160340825,41.4304198,2023-06-19 17:00:00
2023S003680    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,28,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,428991.43,4583087.12,2.149476066,41.394337877,2023-06-19 16:00:00
2023S003681    ,Ciutat Vella,el Raval,Pelai,Monday,2023,6,June,19,Afternoon,,Disobeying the traffic light signal,Motorcycle,Man,14,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430704.97,4582088.39,2.170085544,41.385492178,2023-06-19 16:00:00
2023S003682    ,Eixample,la Sagrada Família,València,Monday,2023,6,June,19,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,57,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,431276.93,4583999.47,2.176708689,41.402753801,2023-06-19 21:00:00
2023S003683    ,Nou Barris,la Trinitat Nova,Favència,Tuesday,2023,6,June,20,Morning,,Not caused by the pedestrian,Motorcycle,Man,60,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431181.64,4588649.25,2.17503932,41.444624605,2023-06-20 07:00:00
